,Infected_16h_1,Infected_16h_2,Infected_16h_3,Infected_16h_4,Infected_24h_1,Infected_24h_2,Infected_24h_3,Infected_24h_4,Infected_8h_1,Infected_8h_2,Infected_8h_3,Infected_8h_4,Infected_Total_24h_1,Infected_Total_24h_2,Infected_Total_8h_1,Infected_Total_8h_2,Mock_16h_1,Mock_16h_2,Mock_16h_3,Mock_16h_4,Mock_24h_1,Mock_24h_2,Mock_24h_3,Mock_24h_4,Mock_8h_1,Mock_8h_2,Mock_8h_3,Mock_8h_4,Mock_Total_24h_1,Mock_Total_24h_2,Mock_Total_8h_1,Mock_Total_8h_2,UniProt,Protein,id,Total missingness,Mock_8h missingness,Mock_16h missingness,Mock_24h missingness,Infected_8h missingness,Infected_16h missingness,Infected_24h missingness,missing_check,Infected_8h/Mock_8h,Infected_8h/Mock_8h_pval,Infected_8h/Mock_8h_adj-p,Infected_16h/Mock_16h,Infected_16h/Mock_16h_pval,Infected_16h/Mock_16h_adj-p,Infected_24h/Mock_24h,Infected_24h/Mock_24h_pval,Infected_24h/Mock_24h_adj-p,Infected_16h/Infected_8h,Infected_16h/Infected_8h_pval,Infected_16h/Infected_8h_adj-p,Infected_24h/Infected_8h,Infected_24h/Infected_8h_pval,Infected_24h/Infected_8h_adj-p,Infected_24h/Infected_16h,Infected_24h/Infected_16h_pval,Infected_24h/Infected_16h_adj-p,Type,Experiment,Residue,Site,site_number
0,,,14.597278598891755,15.594640465328006,,,14.782933858025405,15.394063531988703,,,14.502379262683956,15.4805249812559,,15.474904235948202,,15.618172578989054,,,14.576878957291203,15.561378889368203,,,14.614623304934952,15.474171650805456,,,14.701027691592053,15.609496489727753,,14.476654425419003,,14.733262719910353,A0A0B4J1Y8,LV949_HUMAN,A0A0B4J1Y8,12,2,2,2,2,2,2,0,-0.163809968689975,0.8290188167298802,0.9237093523318365,0.026830608780176846,0.9729343238674987,0.9891796344983397,0.044101217136852,0.940966845620045,0.963929796369221,0.10450741013995213,0.8947890949819849,0.9662829520059797,0.09704657303712594,0.8818386050412611,0.941334366504384,-0.00746083710282619,0.9909799596490406,0.9950875420555273,global,PTM,GLB,A0A0B4J1Y8@GLB,0.0
1,18.526729720355902,18.526055743340002,18.604539028772088,18.43417136525704,18.509744008008106,18.487090542320804,18.559921168279438,18.50525499305734,18.554151963271703,18.538921888332304,18.62291778078339,18.485403012993235,18.574821346643503,18.712491265734137,18.610867410135803,18.596931766655185,18.530366849951303,18.454865121624806,18.52014244349644,18.323932911973838,18.502354293531603,18.466722863941204,18.548457365240484,18.505169423336888,18.575198081444505,18.488595867664102,18.61205149695599,18.438835953640186,18.512914612355804,18.671704719689536,18.633307693502502,18.74723067715699,A0A0B4J2D5,GAL3B_HUMAN,A0A0B4J2D5,0,0,0,0,0,0,0,0,0.021678311418963148,0.671627045926627,0.8386683086377598,0.06554713266966061,0.30842466232011206,0.5225405283907506,0.009826691403876708,0.6824539445335355,0.7816682870141214,-0.02747469691389881,0.5630474309958169,0.813381488465865,-0.034845983428734684,0.32261444131311784,0.5142026831123852,-0.007371286514835873,0.853227534647079,0.928825582704145,global,PTM,GLB,A0A0B4J2D5@GLB,0.0
2,16.62400870304695,16.61124934077605,16.69410919693561,16.79141241531756,16.492938981751355,16.639543901084654,16.66253768149326,16.86030773590776,16.627822018443755,15.633825071224054,16.52024788240381,15.987268378959259,16.663965329848054,16.83593009721086,16.620534990340353,16.715011006718207,16.666795625246753,16.662588923413953,16.71301108621966,16.78491169077946,16.55530713697865,16.582872454221054,15.86405522048611,16.76807510867081,16.697222775934854,16.74845179535415,16.40272930255781,16.493961027745108,16.794014948491352,16.940236580286957,16.57562316391215,16.79455380206231,A0A0U1RRE5,NBDY_HUMAN,A0A0U1RRE5,0,0,0,0,0,0,0,0,-0.393300387640263,0.16239116447899657,0.3990457439902308,-0.026631917395913973,0.6143926309477515,0.776672423687212,0.2212545949701017,0.337724093252851,0.4837404902547957,0.4879040762613265,0.08478241869770332,0.32397802046375984,0.4715412373015404,0.10246070379910086,0.24412595382858276,-0.016362838959786075,0.855471511956879,0.9299325627348933,global,PTM,GLB,A0A0U1RRE5@GLB,0.0
3,7.485413290075311,,,,7.571847897995514,6.804395194279614,,,,,,,6.928166971915411,,6.787463300876011,,7.314920238442912,,,,,6.048930525229414,,,,,,,7.506177712271811,,,,A0A1B0GTY4,TEX50_HUMAN,A0A1B0GTY4,19,4,3,3,4,3,2,5,,,,0.17049305163239836,,,1.1391910209081502,0.336226597942533,0.48256356285016394,,,,,,,-0.2972917439377465,0.7322327617585235,0.8619552900333369,global,PTM,GLB,A0A1B0GTY4@GLB,0.0
4,13.785204313931922,13.694340951238724,,,13.859607422015626,13.860579250002827,,,13.891634335645927,13.992910550130526,,,14.019137681014525,,13.855793857259924,,13.856081103208924,13.907998318712226,,,13.957554366842922,13.861990062671326,,,13.854786930027126,13.821393405478423,,,14.153973074467027,,14.082412782836721,,A0A1B0GVY4,SIM31_HUMAN,A0A1B0GVY4,12,2,2,2,2,2,2,0,0.10418227513545375,0.18992208242157058,0.4332587026222319,-0.14226707837525154,0.11283321236994827,0.2885334784218334,-0.04967887874789767,0.4076914150817264,0.5516494444127478,-0.20249981030290343,0.09676287165126247,0.3484661681261564,-0.08217910687899987,0.2461049163185792,0.430480058138002,0.12032070342390355,0.11789903376783228,0.29755686388676106,global,PTM,GLB,A0A1B0GVY4@GLB,0.0
5,13.169942460922325,13.245071856259226,,,13.45062073753463,13.450570708884829,,,13.291167402406728,13.206795503418828,,,12.643824442263025,,12.587944621050024,,13.179895553673827,13.205649019171128,,,13.159553066530826,13.290641876685829,,,13.203360125618726,13.262905169602424,,,12.73622609693823,,12.614112391529426,,A0A1B0GVZ2,F240B_HUMAN,A0A1B0GVZ2,12,2,2,2,2,2,2,0,0.015848805302201896,0.7878949198395566,0.906016824356642,0.014734872168297386,0.7462125051207629,0.8626691286833471,0.22549825160140102,0.07509328917468257,0.16911252927956968,-0.04147429432200056,0.5392211172481451,0.7977306879153574,0.20161427029695034,0.04110140592259141,0.13280320935877313,0.2430885646189509,0.0230571245349141,0.11203027259403543,global,PTM,GLB,A0A1B0GVZ2@GLB,0.0
6,,,13.161919003720783,13.27698179270903,,,13.176997976673931,13.53716597733283,,,12.896596962028383,13.279657717417027,,11.57880537760043,,11.65803555389928,,,13.08573534591823,13.431109205154833,,,12.987775693638977,13.40591383803218,,,12.947818992965981,13.41529898159888,,11.866327285071929,,11.49243475361938,A0A1B0GVZ9,TM269_HUMAN,A0A1B0GVZ9,12,2,2,2,2,2,2,0,-0.09343164755972566,0.7864194984965315,0.906016824356642,-0.038971877321625215,0.8503074163557608,0.9258562858954276,0.1602372111678001,0.6201546613446753,0.7318134728077376,0.1313230584921996,0.5788530972969532,0.8237497755980896,0.2689546372806717,0.4138806136001189,0.5998140167256942,0.1376315787884721,0.5423015603112687,0.735082688262263,global,PTM,GLB,A0A1B0GVZ9@GLB,0.0
7,12.252113040307327,12.302192591393025,11.887551782633112,12.44586419015206,12.057581986210927,12.153629920183628,11.629105096024059,12.28519666957626,12.154802640610127,12.297385107979627,11.75762254063701,12.189958477464856,12.409092575676228,12.53492259928496,12.473001143890125,12.539690864885905,12.229733736908328,12.216075232631228,12.015093779851162,12.561317948654361,12.194458050975827,12.21587959025513,12.390745366992208,12.50527347944991,12.241618979006928,12.161656959333524,12.20463882701891,12.60475967734171,12.238586506282529,12.06878525050576,12.129329584754124,12.257558096577908,A0A1W2PQL4,ZN722_HUMAN,A0A1W2PQL4,0,0,0,0,0,0,0,0,-0.2032264190023625,0.24023320374509044,0.4987661716931519,-0.033624773389892226,0.8443504751595788,0.9229131603482991,-0.29521070391955107,0.11478005671089886,0.22679198026063135,0.12198820944847455,0.49381467829426234,0.7654653968441978,-0.06856377367418531,0.7231634049971711,0.8432073703816254,-0.19055198312265986,0.34298951884735474,0.5660689675414912,global,PTM,GLB,A0A1W2PQL4@GLB,0.0
8,13.783117722280496,13.973460547044793,13.86598716457994,14.172850854643388,13.633159473694297,13.844904371589598,13.63869721596249,13.766299258811687,14.013897070258297,13.927878263332298,14.062213182023237,13.982959356359585,13.786586292650695,13.719228652120387,13.924258521152693,13.996251438077836,13.922520851170995,14.028892514196395,13.969935309208589,13.89772313940919,13.914167064504293,13.991450849162396,13.712719265642834,13.92089881269814,13.867002108641296,13.728147047778394,13.732802322352837,13.905512001961638,13.804907754974996,13.846099203759886,13.900460553100595,13.904416161411637,A0A2R8Y4L2,RA1L3_HUMAN,A0A2R8Y4L2,0,0,0,0,0,0,0,0,0.18837109780981365,0.012649305678414213,0.10581735714287803,-0.005913881359138173,0.9492017553477448,0.9767489306931757,-0.16404391798739937,0.08338057263038315,0.18108888778661297,-0.0478828958562012,0.6091506128272556,0.8385297308707502,-0.2759718879788373,0.003332808043685288,0.025776079231480897,-0.22808899212263611,0.060280787782202895,0.20407046667129922,global,PTM,GLB,A0A2R8Y4L2@GLB,0.0
9,17.746187232977878,17.865837691931677,17.771092784076078,17.830774521781127,17.73680406134998,17.77195421416088,17.722143478157527,17.823524956048526,17.70719988946468,17.83240582777508,17.72213553268058,17.762869196362924,17.917796296551575,17.817366688559026,17.917485173632876,17.820226369889777,17.779847670589778,17.847426895268278,17.781868560455628,17.850127908038328,17.681315752152777,17.79986204752028,17.695507598021575,17.75646634686828,17.72667820442898,17.760429194989776,17.73525376828738,17.804184031832076,17.72654745862138,17.701772761551126,17.821254374971176,17.753678616390978,A0AVT1,UBA6_HUMAN,A0AVT1,0,0,0,0,0,0,0,0,-0.00048368831373579724,0.9887701542766324,0.9949307159855211,-0.011344700896312787,0.7474554158796793,0.8633881215179031,0.030318741288496653,0.4268988177837892,0.5690353856664303,0.04732044612087449,0.27207589673971583,0.5798436846603837,0.007454065858411241,0.8426074545173976,0.9201286059844507,-0.03986638026246325,0.30346900478141847,0.5290080194511187,global,PTM,GLB,A0AVT1@GLB,0.0
